,title,개월,spell
275,애기가안일어나는데안깨워도될까요???,0개월,아기가 안 일어나는데 안 깨워도 될까요???
276,모유수유 너무어렵네요..ㅠㅍ,0개월,모유 수유 너무어렵네요..ㅠㅍ
277,18일아기 4시간째 자요ㅠㅠ,0개월,18일 아기 4시간째 자요ㅠㅠ
278,조리원 퇴소 후 수유 방법 조언,0개월,조리원 퇴소 후 수유 방법 조언
279,7일된아기 모유수유시에 한쪽만 물어요 ㅠ(함몰),0개월,7일 된 아기 모유 수유 시에 한쪽만 물어요 ㅠ(함몰)
280,조리원퇴소하고 혼합수유,0개월,조리원 퇴소하고 혼합수유
281,신생아 4시간이상 자면 안된다는거요 .,0개월,신생아 4시간 이상 자면 안 된다는 거요.
282,수유(분유 직수) 시간 텀 어떻게 하시나요?,0개월,수유(분유 직수) 시간 텀 어떻게 하시나요?
283,출산후 4일짼데여 모유수유요~,0개월,출산 후 4일짼데요 모 유수 유요~
284,모유수유 후 분유보충 궁금해용,0개월,모유 수유 후 분유 보충 궁금해요
285,둘째 모유수유,0개월,둘째 모유 수유
286,유축하면 양쪽 가슴 양이 너무 차이나요,0개월,유축하면 양쪽 가슴 양이 너무 차이 나요
287,"제왕일주일,, 젖이 안나와요",0개월,"제왕 일주일,, 젖이 안 나와요"
288,22일차 신생아기 혼합수유 문의드려용*^^*,0개월,22일차 신생아기 혼합수유 문의드려요*^^*
289,밤수뜻,0개월,반수 뜻
290,초유유축한거 유통기간?시간?이 어떻게되나용?,0개월,초유 유축한 거 유통기간? 시간? 이 어떻게 되나요?
291,첫 수유했는데 유두보호기,0개월,첫 수유했는데 유두 보호기
292,유축 초보에요 ㅠㅠ 제발 제발 도와주세요 제발요ㅠㅠ,0개월,유축 초보에요 ㅠㅠ 제발 제발 도와주세요 제발요ㅠㅠ
293,수유양을 못잡겠어요..,0개월,수유 양을 못 잡겠어요..
294,초보맘 혼합 수유량 질문 있어요ㅠㅠㅠ,0개월,초보 맘 혼합 수유량 질문 있어요ㅠㅠㅠ
295,모유양 정말 늘까요?,0개월,모유 양 정말 늘까요?
296,15일된 신생아 잠을 안깨요,0개월,15일 된 신생아 잠을 안 깨요
297,애기가 젖병만 좋아해서 모유수유 포기한 경우 있나요?,0개월,아기가 젖병만 좋아해서 모유 수유 포기한 경우 있나요?
298,모유수유시 투명한물나오는건뭘까요,0개월,모유 수유 시 투명한 물 나오는 건 뭘까요
299,출산6일차직수요ㅜ,0개월,출산 6일차 직수요ㅜ
300,가슴이 비워져도 모유가 나오나요?,0개월,가슴이 비워져도 모유가 나오나요?
301,출산 12일차 젖양,0개월,출산 12일차 젖양
302,단유해야하는지 고민이예요ㅜㅜ,0개월,단유 해야 하는지 고민이에요ᅮᅮ
303,14일차 아기 수유 텀이여ㅠㅠ,0개월,14일차 아기 수유 텀이여ㅠㅠ
304,모유수유시 유축 얼마나하세요?,0개월,모유 수유 시 유축 얼마나 하세요?
305,제왕절개 모유수유,0개월,제왕절개 모유 수유
306,12일차 모유수유,0개월,12일차 모유 수유
307,너무어렵고힘드네요..,0개월,너무 어렵고 힘드네요..
308,"조리원 7일차, 애기가 자서 안일어날때 직수ㅠㅠㅠㅠ",0개월,"조리원 7일차, 아기가 자서 안 일어날 때 직수ㅠㅠㅠㅠ"
309,유두함몰,0개월,유두함몰
310,29일차 아가 수유텀이요,0개월,29일차 아가 수유 텀이요
311,가슴이 너무 아파요...,0개월,가슴이 너무 아파요...
312,조리원 나가서 혼합할 예정인데 어떻게 해야될지..,0개월,조리원 나가서 혼합할 예정인데 어떻게 해야 될지..
313,유두보호기요~~~~,0개월,유두 보호 기요~~~~
314,모유량이 부족하면 신호가 있을까요?,0개월,모유량이 부족하면 신호가 있을까요?
315,완모 직수 예정인데요,0개월,완모 직수 예정인데요
316,초유 후 단유하려는데 도와주세요ㅠ,0개월,초유 후 단유 하려는데 도와주세요ㅠ
317,자연분만한지 이틀째 모유가 잘 안나와요ㅠ,0개월,자연분만한지 이틀째 모유가 잘 안 나와요ㅠ
318,가슴 한쪽씩 물리는거 언제까지?,0개월,가슴 한쪽씩 물리는 거 언제까지?
319,모유수유 및 유축 ㅠㅠ,0개월,모유 수유 및 유축 ㅠㅠ
320,사출이 심해서 손유축 풋볼자세 등 수유 중인데요.,0개월,사출이 심해서 손 유축 풋볼 자세 등 수유 중인데요.
321,제왕4일차 모유가 나오는데 직수해야하나요?ㅠㅠ,0개월,제왕 4일차 모유가 나오는데 직수해야하나요?ㅠㅠ
322,자분 4일째 모유ㅠㅠ,0개월,자분 4일째 모유ㅠㅠ
323,모유수유 연습중인데 아기 먹는양 질문이요ㅠㅠ,0개월,모유 수유 연습 중인데 아기 먹는 양 질문이요ㅠㅠ
324,자분 출산5일 유축,0개월,자분 출산 5일 유축
325,생후 30일 아가예요 저 모유수유 잘하고 있는건가요...!!? ㅜㅜㅜ,0개월,생후 30일 아가예요 저 모유 수유 잘하고 있는 건가요...!!? ㅜㅜㅜ
326,황달 때문에 모유수유 중단하는데 유축이요 ㅜ,0개월,황달 때문에 모유 수유 중단하는데 유축이요 ㅜ
327,일주일 된 아가에요~,0개월,일주일 된 아가에요~
328,시간마다 유축 안해놓으면 가슴 아픈거 언제까지 이런가요?ㅜㅜ,0개월,시간마다 유축 안 해놓으면 가슴 아픈 거 언제까지 이런가요?ㅜㅜ
329,직수만하면 자는 신생아,0개월,직수만 하면 자는 신생아
330,직수방법.. 유륜물게하는법,0개월,직수 방법.. 유륜 물게 하는 법
331,18일된 신생아 분유양,0개월,18일 된 신생아 분유 양
332,신생아 액상분유 먹어도되나용,0개월,신생아 액상분유 먹어도 되나요
333,모유수유 도와주세요,0개월,모유 수유 도와주세요
334,출산 4일차 모유수유 하는법 ㅠㅠ,0개월,출산 4일차 모유 수유하는 법 ㅠㅠ
335,우울해요,0개월,우울해요
336,유축해도되는지?,0개월,유축해도 되는지?
337,세시간째 빨다 자다 울다 반복이에요 제발 도와주세요,0개월,세 시간째 빨다 자다 울다 반복이에요 제발 도와주세요
338,제왕후 유축기로 초유 짜기,0개월,제왕 후 유축기로 초유 짜기
339,출산 4일차 가슴마사지 받았는데도 가슴이 불편해요 원래 구런지,0개월,출산 4일차 가슴 마사지 받았는데도 가슴이 불편해요 원래 구런지
340,앱솔센서티브 vs 노발락AR,0개월,앱솔센서티브 vs 노발락 AR
341,유두가 너무 아파요 도와주세요,0개월,유두가 너무 아파요 도와주세요
342,직수연습 해야되는데 감기기운이 ㅠㅠ,0개월,직수 연습해야 되는데 감기 기운이 ㅠㅠ
343,젖도는느낌은 어떤걸까요?,0개월,젖 도는 느낌은 어떤 걸까요?
344,제왕절개 5일차 유축,0개월,제왕절개 5일차 유축
345,유축기 사용이 잘못된걸까요,0개월,유축기 사용이 잘못된 걸까요
346,출산후2주째입니다~~~,0개월,출산 후 2주째입니다~~~
347,모유수유..힘들어요ㅜㅜ,0개월,모유 수유.. 힘들어요ㅜㅜ
348,신생아 분유 보충이여~!!,0개월,신생아 분유 보충이여~!!
349,유두보호기 언제쯤 뗄 수 있을까요..?,0개월,유두 보호기 언제쯤 뗄 수 있을까요..?
350,출산 21일차인데 단유해야할까요?,0개월,출산 21일차인데 단유 해야 할까요?
351,29일 아가 너무 많이 먹는 것 같은데요 ㅜ,0개월,29일 아가 너무 많이 먹는 것 같은데요 ㅜ
352,출산 3주째인데요 유축하면 40 밖에 안나와요ㅠ,0개월,출산 3주째인데요 유축하면 40 밖에 안 나와요ㅠ
353,생후 몇일정도 되면 100미리 먹나요~~??,0개월,생후 며칠 정도 되면 100미리 먹나요~~??
354,27일 된 아기인데 왼쪽 7분 오른쪽 7분 이렇게 먹는데 괜찮을까요?,0개월,27일 된 아기인데 왼쪽 7분 오른쪽 7분 이렇게 먹는데 괜찮을까요?
355,젖병 처음쓸때 꼭 열탕해야하나요?,0개월,젖병 처음 쓸 때 꼭 열탕해야 하나요?
356,조리원 일주일 째.. 결국 단유차 마시기 시작했어요 ㅠ 이제 살은 안 빠지나요?ㅠ,0개월,조리원 일주일째.. 결국 단유 차 마시기 시작했어요 ㅠ 이제 살은 안 빠지나요?ㅠ
357,초보맘 직수 궁금한게 있어요!!,0개월,초보 맘 직수 궁금한 게 있어요!!
358,아기 방귀 후 응아 퍼짐ㅜㅜ,0개월,아기 방귀 후 응아 퍼짐ㅜㅜ
359,조리원에서 혼합수유하다가 퇴소후 완모하신분들 계신가요??,0개월,조리원에서 혼합수유하다가 퇴소 후 완모하신분들 계신가요??
360,빠는힘 좋은 아기,0개월,빠는 힘 좋은 아기
361,직수 5분만에~~,0개월,직수 5분 만에~~
362,출산 13일째 모유수유..ㅠㅠ,0개월,출산 13일째 모유수유..ㅠㅠ
363,모유수유시 궁금한 점 있어요~,0개월,모유 수유 시 궁금한 점 있어요~
364,조리원 나온지 3~4일 됐는데 모유양이 반으로 줄었어요 ㅠ,0개월,조리원 나온 지 3~4일 됐는데 모유 양이 반으로 줄었어요 ㅠ
365,가슴이 터질꺼 같아요 ㅜㅜ,0개월,가슴이 터질 거 같아요 ㅜㅜ
366,젖몸살때문에 유선이 터질것만같아요ㅜㅜ,0개월,젖몸살 때문에 유선이 터질 것만 같아요ㅜㅜ
367,생후 2주아기 . 얼마나먹나요?,0개월,생후 2주 아기. 얼마나 먹나요?
368,한시간 간격 두번수유,0개월,한 시간 간격 두 번 수유
369,둘째인데 이상하게 유축이안되요 ㅜ ㅜ,0개월,둘째인데 이상하게 유축이 안돼요 ㅜ ㅜ
370,포기하고 싶어요 ㅠㅠ,0개월,포기하고 싶어요 ㅠㅠ
371,조리원퇴소 첫날 ㅠㅠ 신생아 보충 어떻게 해야하나요ㅠ,0개월,조리원 퇴소 첫날 ㅠㅠ 신생아 보충 어떻게 해야 하나요ㅠ
372,젖만물리면자요ㅜ,0개월,젖만 물리면 자요ㅜ
373,직수로 잘 못빨면 남은 젖은 유축해야 할까요?,0개월,직수로 잘 못 빨면 남은 젖은 유축해야 할까요?
374,수유자세 도와주세요 ㅠㅠ,0개월,수유 자세 도와주세요 ㅠㅠ
375,도와주세요 ㅠ 애기분유텀요,0개월,도와주세요 ㅠ 아기 분유 텀요
376,분유를 계속 잘못타서 줬어요ㅠㅠ,0개월,분유를 계속 잘못 타서 줬어요ㅠㅠ
377,혼자있을때 유축하다가 애기 울면 어떻게 하세요?,0개월,혼자 있을 때 유축하다가 아기 울면 어떻게 하세요?
378,유축모유는 먹이면 안되는 것일까요,0개월,유축 모유는 먹이면 안 되는 것일까요
379,분유거부 쌍둥이 위해 모유유축 하고픈데 잘안나와요ㅡㅜ,0개월,분유 거부 쌍둥이 위해 모유 유축 하고픈데 잘안나와요ㅡㅜ
380,"27일 신생아 분유량,텀",0개월,"27일 신생아 분유랑, 텀"
381,아기낳은지 8일,0개월,아기 낳은 지 8일
382,출산 9일찬데 젖양이 많았다가 다시 줄어드는거 같아요ㅠㅠ,0개월,출산 9일찬데 젖양이 많았다가 다시 줄어드는 거 같아요ㅠㅠ
383,20일차 아기ㅠ,0개월,20일차 아기ㅠ
384,"모유가 잘 나와두 분유 먹여두 되나요 ,,?",0개월,"모유가 잘 나와도 분유 먹여도 되나요 ,,?"
385,출산후 5일차 젖이 안나와요,0개월,출산 후 5일차 젖이 안 나와요
386,"조리원인데.. 모유수유, 혼합수유 질문요!",0개월,"조리원인데.. 모유 수유, 혼합수유 질문요!"
387,초산 모유 언제쯤 나오나요?,0개월,초산 모유 언제쯤 나오나요?
388,사출이요 ㅠㅠㅠ,0개월,사출이요 ㅠㅠㅠ
389,직수 후 유축. 유축 후 직수??,0개월,직수 후 유축. 유축 후 직수??
390,모유주고싶었는데...,0개월,모유 주고 싶었는데...
391,전유랑 후유랑 색이 같아요?,0개월,전유랑 후유랑 색이 같아요?
392,완모하고싶은데ㅠㅠㅠ,0개월,완모하고싶은데ㅠㅠㅠ
393,모유수유시 속싸개 안한 아기 자세??,0개월,모유 수유 시 속싸개 안한 아기 자세??
394,아직 유선 안뚫림?,0개월,아직 유선 안 뚫림?
395,처음에 출산하고 딱딱하다가 부드러워지나요?,0개월,처음에 출산하고 딱딱하다가 부드러워지나요?
396,모유먹고 잠을 3시간 넘게 잤어요,0개월,모유 먹고 잠을 3시간 넘게 잤어요
397,조리원인데요 애기가 그린맘젖병 안물고 더블하트만 물어요,0개월,조리원인데요 아기가 그린맘 젖병 안 물고 더블하트만 물어요
398,아기가 모유빠는걸 힘들어하는데 유축기로..,0개월,아기가 모유 빠는 걸 힘들어하는데 유축기로..
399,모유수유하면 달라는대로 다 주는건가요??,0개월,모유 수유하면 달라는 대로 다 주는 건가요??
400,병원에서 수유하러가실때 질문요 ㅠ,0개월,병원에서 수유하러 가실 때 질문요 ㅠ
401,유축기 꼭 필요한가요?,0개월,유축기 꼭 필요한가요?
402,도와주세요! 젖양늘리려고 완모 직수만하고 있는데요 ㅠㅠ,0개월,도와주세요! 젖양 늘리려고 완모 직수만 하고 있는데요 ㅠㅠ
403,28일신생아모유먹는양문의드려요~ㅠ,0개월,28일 신생아 모유 먹는 양문의 드려요~ㅠ
404,제왕후에 모유가 바로 안나오는게 맞나요?,0개월,제왕 후에 모유가 바로 안 나오는 게 맞나요?
405,젖병만 물면 사레들리는 아가ㅜㅠ....,0개월,젖병만 물면 사레들리는 아가ㅜㅠ....
406,모유랑분유랑섞어서 먹이는데요ㅠ,0개월,모유랑 분유랑 섞어서 먹이는데요ㅠ
407,30일 분유수유 신생아 몸무게 궁금해요~,0개월,30일 분유 수유 신생아 몸무게 궁금해요~
408,신생아 모유텀이요~!,0개월,신생아 모유 텀이요~!
409,21일차 아기 쭈쭈베이비 지금부터 떼야하나요?,0개월,21일차 아기 쭈쭈베이비 지금부터 떼야 하나요?
410,밤수 끊으려면 낮 수유텀 어떻게 해야할까요??,0개월,밤 수 끊으려면 낮 수유 텀 어떻게 해야 할까요??
411,직수하실때 한쪽을 몇분정도씩 물리시나요!??ㅠㅠㅠ휴ㅜㅜ,0개월,직수하실 때 한쪽을 몇 분 정도씩 물리시나요!??ㅠㅠㅠ휴ㅜㅜ
412,모유양 질문드려요~~,0개월,모유 양 질문드려요~~
413,유축햇는데 색이 투명해요ㅜㅜ문제가 잇는 걸까요?,0개월,유축했는데 색이 투명해요ᅮᅮ문제가 있는 걸까요?
414,모유양이 너무 작은 초보 엄마입니다 ㅠㅠ,0개월,모유 양이 너무 작은 초보 엄마입니다 ㅠㅠ
415,제왕 3일차인데 갑자기 가슴이 단단해지네요,0개월,제왕 3일차인데 갑자기 가슴이 단단해지네요
416,26일 아기 혼합수유,0개월,26일 아기 혼합수유
417,함몰유두 어떻게 수유하세요?,0개월,함몰유두 어떻게 수유하세요?
418,완분 하시는 분들...,0개월,완불 하시는 분들...
419,제왕 4일차 모유수유 질문이요.,0개월,제왕 4일차 모유 수유 질문이오.
420,신생아 계속 먹다 자고 수유시간이 너무 길어서 고민이에요,0개월,신생아 계속 먹다 자고 수유시간이 너무 길어서 고민이에요
421,신생아 원래 이렇게 많이 자나요???,0개월,신생아 원래 이렇게 많이 자나요???
422,수유하실때 보통 몇분 해야하나요??,0개월,수유하실 때 보통 몇 분 해야 하나요??
423,제왕하는데 모유는 언제 수유할수 있나요?,0개월,제왕 하는데 모유는 언제 수유할 수 있나요?
424,모유 수유하고 싶은데 혼합하면서 가능할까요,0개월,모유 수유하고 싶은데 혼합하면서 가능할까요
425,생후 22인데.. 분유나 유축한거 얼마나 먹으면되나요?,0개월,생후 22인데.. 분유나 유축한 거 얼마나 먹으면 되나요?
426,조리원 퇴소 후 차여있는 모유 유축,0개월,조리원 퇴소 후 차여있는 모유 유축
427,신생아 변비!!분유 어떤거 먹이세요?(현재 트루맘),0개월,신생아 변비!! 분유 어떤 거 먹이세요?(현재 트루맘)
