,Unnamed: 0,title,개월,spell,token
235,235,지금 조리원인데요 셀프수유말이예요,0개월,지금 조리원인데요  말이에요,지금 조리 말
236,236,초유만먹이고 완분할예정이면 아예 모유안먹이는게 낫나요?,0개월,초유만 먹이고 와는 분할 예정이면 모유 먹이는 낫나요?,초유 먹이 분할 예정 모유
237,237,조리원 퇴소 이후부터 바로 완분 해도 될까요?,0개월,조리원 퇴소 이후부터 바로 완불 될까요?,조리 퇴소 이후 바로 완불 요
238,238,제왕 후 첫 유축,0개월,제왕 후 첫 유축,제왕 후 첫 유축
239,239,제왕출산5일차 직수하는데 가슴이 단단하고 아파요,0개월,제왕 출산 5일 차 직수하는데 가슴이 단단하고 아파요,제왕 출산 차 직 수하 가슴
240,240,젖양이 너무 많아요,0개월,젖양이 많아요,젖
241,241,젖량이 부족할까요?? ㅠ,0개월,전량이 부족할까요?? ㅠ,전량 요
242,242,신생아 모유수유 어떻게 하나요?,0개월,신생아 모유  어떻게 하나요?,신생아 모유 하나요
243,243,가슴짜며 수유하다 피와 하얀 게 나왔어요 ㅠㅠ,0개월,가슴 짜며 수유하다 피와 하얀 나왔어요 ㅠㅠ,가슴  피
244,244,제왕 모유수유+유축 가슴멍울? 유방암?,0개월,제왕 모유 수유+유축 가슴 멍울? 유방암?,제왕 모유  유축 가슴 가슴 유방암
245,245,직수 후 유축할 때 유두 씻고 유축하시나요?,0개월,직수 후 유축할 때 유두 씻고 유축하시나요?,직수 후 유축 때 유두 유 축하 시나
246,246,신생아 분유 정수기 물로 타도 되나요??,0개월,신생아 분유  물로 타도되나요??,신생아 분유  타도
247,247,유축할때 다들 이러시나요?,0개월,유축할 때 다들 이러시나요?,유축 때
248,248,모유 먹이는방법이요,0개월,모유 먹이는 방법이요,모유 방법
249,249,먹는 시간 기준은 시작시간 인가요...?,0개월,먹는 시간 기준은  시간인가요...?,시간  시간
250,250,신생아 모유수유,0개월,신생아 모유 수유,신생아 모유 수유
251,251,모유수유시 외출,0개월,모유  외출,모유 외출
252,252,젖양이 아가가 먹는양을 못따라가요ㅜㅜㅜ도와주세요ㅜㅜ,0개월,젖양이 아가가 먹는 양을 따라구요ㅜㅜㅜ도와주세요ㅜㅜ,젖 아가 양
253,253,젖몸살 생겼는데 유축해도 젖이 안나와요ㅜ,0개월,젖몸살 생겼는데 유축해도 젖이 나와요ㅜ,젖 몸살 유축 젖
254,254,제왕절개 7일차에 모유 안나오면 가능성없는거죠?,0개월,제왕절개 7일차에 모유 나오면 가능성 거죠?,제왕절개 모유 가능성 거
255,255,출산 10일차 모유가 너무 안늘어요,0개월,출산 10일차 모유가 늘어요,출산 모유
256,256,생후27일 분유량 1000넘어가요ㅜㅜ,0개월,생후 27일 분유 1000 넘어가요ㅜㅜ,생후 분유
257,257,완모 가능할까요ㅠㅠㅠㅠ,0개월,완모 가능할까요ㅠㅠㅠㅠ,완모 요
258,258,출산3일째 초유요!!,0개월,출산 3일째 초유요!!,출산 초유
259,259,28일신생아 수유텀한번만 봐주세요 ㅠㅠㅠㅠ,0개월,28일 신생아   봐주세요 ㅠㅠㅠㅠ,신생아
260,260,13일 신생아 공갈ㅜㅜ,0개월,13일 신생아 공갈ㅜㅜ,신생아 공갈
261,261,생후 1달 이전 신생아 수유텀?수유시간?,0개월,생후 1달 이전 신생아  텀? 수유시간?,생후 달 이전 신생아   시간
262,262,곧 조리원 퇴소하는 초보맘인데요ㅠㅠ 밖에서 수유할일 있을땐 어떻게 하나요?,0개월,곧 조리원 퇴소하는 초보맘인데요ㅠㅠ 밖에서 수유할 일 땐 어떻게 하나요?,곧 조리 퇴 소하 초보 맘 밖  일 땐 하나요
263,263,모유양이 너무 많은거 아닐까요?ㅠㅠ,0개월,모유 양이 많은 아닐까요?ㅠㅠ,모유 양 요
264,264,조리원에서 단유하신분만 봐주세요!~~,0개월,조리원에서 다유 출산 봐주세요!~~,조리 유 출산
265,265,22일차 신생아 하루 먹이는 양이 얼마나 되세요?,0개월,22일차 신생아 하루 먹이는 양이 얼마나 되세요?,신생아 하루 양 얼마나
266,266,신생아 한달 분유 소비량 얼마나 되나요? (완분or혼합시),0개월,신생아 달 분유 소비량 얼마나 되나요? (와는 분 or 혼합 시),신생아 달 분유 비량 얼마나 분 혼합 시
267,267,출산후 1일차 젖이 안돌아요 ㅜㅜ,0개월,출산 후 1일차 젖이 돌아요 ㅜㅜ,출산 후 젖
268,268,신생아 모유수유 하는데,0개월,신생아 모유 수유하는데,신생아 모유 수유
269,269,지금 조리원인데 아기가 제 젖을 안물어요,0개월,지금 조리원인데 아기가 젖을 물어요,지금 조리 아기 모유 물어
270,270,모유 잘 나오시는 분들 유축할 때 얼마나 짜내세요?,0개월,모유 나오시는 분들 유축할 때 얼마나 짜내세요?,모유 유축 때 얼마나
271,271,빨다가 쉬다가 빨다가 쉬다가 하는데요 ㅠㅠㅠ,0개월,빨다가 쉬다가 빨다가 쉬다가 하는데요 ㅠㅠㅠ,
272,272,30일 아기 분수토ㅜ,0개월,30일 아기 분수 토ㅜ,아기 분수 토
273,273,출산 17일째 모유양이 적어요,0개월,출산 17일째 모유 양이 적어요,출산 모유 양
274,274,저 잘하고 있는 건가요? 이렇게 하는게 맞을까요?,0개월,저 잘하고 있는 건가요? 이렇게 맞을까요?,저 건가
275,275,애기가안일어나는데안깨워도될까요???,0개월,아기가 일어나는데 깨워도 될까요???,아기 요
276,276,모유수유 너무어렵네요..ㅠㅍ,0개월,모유  너무어렵네요..ㅠㅍ,모유
277,277,18일아기 4시간째 자요ㅠㅠ,0개월,18일 아기 4시간째 자요ㅠㅠ,아기 자
278,278,조리원 퇴소 후 수유 방법 조언,0개월,조리원 퇴소 후  어떻게 조언,조리 퇴소 후 조언
279,279,7일된아기 모유수유시에 한쪽만 물어요 ㅠ(함몰),0개월,7일 아기 모유  한쪽만 물어요 ㅠ(함몰),아기 모유 위치 물어 함몰
280,280,조리원퇴소하고 혼합수유,0개월,조리원 퇴소하고 혼합수유,조리 퇴 소하 혼합 수유
281,281,신생아 4시간이상 자면 안된다는거요 .,0개월,신생아 4시간 자면 된다는 거요.,신생아 거
282,282,수유(분유 직수) 시간 텀 어떻게 하시나요?,0개월,수유(분유 직수) 시간  어떻게 하시나요?,수유 분유 직수 시간
283,283,출산후 4일짼데여 모유수유요~,0개월,출산 후 4일짼데요 모 유수 유요~,출산 후 모 유수 유요
284,284,모유수유 후 분유보충 궁금해용,0개월,모유  후 분유 보충 궁금해요,모유 후 분유 보충
285,285,둘째 모유수유,0개월,둘째 모유 수유,둘째 모유 수유
286,286,유축하면 양쪽 가슴 양이 너무 차이나요,0개월,유축하면 위치 가슴 양이  나요,유 축하 위치 가슴 양
287,287,"제왕일주일,, 젖이 안나와요",0개월,"제왕 일주일,, 젖이 나와요",제왕 일주일 젖
288,288,22일차 신생아기 혼합수유 문의드려용*^^*,0개월,22일차 신생아기 혼합수유 문의드려요*^^*,신생 아기 혼합  문의
289,289,밤수뜻,0개월,반수 뜻,반수 뜻
290,290,초유유축한거 유통기간?시간?이 어떻게되나용?,0개월,초유 유축한 유통기간? 시간? 이 어떻게 되나요?,초유 유축 유통기간 시간 이
291,291,첫 수유했는데 유두보호기,0개월,첫 수유했는데 유두 보호기,첫  유두 보호 기
292,292,유축 초보에요 ㅠㅠ 제발 제발 도와주세요 제발요ㅠㅠ,0개월,유축 초보에요 ㅠㅠ 제발 도와주세요 제발요ㅠㅠ,유축 초보 제발
293,293,수유양을 못잡겠어요..,0개월,수유 양을 잡겠어요..,수유 양
294,294,초보맘 혼합 수유량 질문 있어요ㅠㅠㅠ,0개월,초보 맘 혼합 수유량 질문 있어요ㅠㅠㅠ,초보 맘 혼합 유량 질문
295,295,모유양 정말 늘까요?,0개월,모유 양 늘까요?,모유 양 요
296,296,15일된 신생아 잠을 안깨요,0개월,15일 신생아 잠을 깨요,신생아 깨
297,297,애기가 젖병만 좋아해서 모유수유 포기한 경우 있나요?,0개월,아기가 젖병만 좋아해서 모유  포기한  있나요?,아기 젖병 모유 포기
298,298,모유수유시 투명한물나오는건뭘까요,0개월,모유  투명한  나오는 뭘까요,모유 뭘
299,299,출산6일차직수요ㅜ,0개월,출산 6일차 직수요ㅜ,출산 직 수요
300,300,가슴이 비워져도 모유가 나오나요?,0개월,가슴이 비워져도 모유가 나오나요?,가슴 모유
301,301,출산 12일차 젖양,0개월,출산 12일차 젖양,출산 젖
302,302,단유해야하는지 고민이예요ㅜㅜ,0개월,단유 하는지 고민이에요ᅮᅮ,유 고민
303,303,14일차 아기 수유 텀이여ㅠㅠ,0개월,14일차 아기  텀이여ㅠㅠ,아기 텀
304,304,모유수유시 유축 얼마나하세요?,0개월,모유  유축 얼마나 하세요?,모유 유축 얼마나
305,305,제왕절개 모유수유,0개월,제왕절개 모유 수유,제왕절개 모유 수유
306,306,12일차 모유수유,0개월,12일차 모유 수유,모유 수유
307,307,너무어렵고힘드네요..,0개월,너무 어렵고 힘드네요..,
308,308,"조리원 7일차, 애기가 자서 안일어날때 직수ㅠㅠㅠㅠ",0개월,"조리원 7일차, 아기가 자서 일어날 때 직수ㅠㅠㅠㅠ",조리 아기 자서 때 직수
309,309,유두함몰,0개월,유두함몰,유두 함몰
310,310,29일차 아가 수유텀이요,0개월,29일차 아가  텀이요,아가 텀이
311,311,가슴이 너무 아파요...,0개월,가슴이 아파요...,가슴
312,312,조리원 나가서 혼합할 예정인데 어떻게 해야될지..,0개월,조리원 나가서 혼합할 예정인데 어떻게 될지..,조리 혼합 예정
313,313,유두보호기요~~~~,0개월,유두 보호 기요~~~~,유두 보호 기요
314,314,모유량이 부족하면 신호가 있을까요?,0개월,모유량이 부족하면 신호가 있을까요?,유량 신호
315,315,완모 직수 예정인데요,0개월,완모 직수 예정인데요,완모 직수 예정 요
316,316,초유 후 단유하려는데 도와주세요ㅠ,0개월,초유 후 다유 하려는데 도와주세요ㅠ,초유 후 유
317,317,자연분만한지 이틀째 모유가 잘 안나와요ㅠ,0개월,자연분만한지 이틀째 모유가 나와요ㅠ,자연 이틀 모유
318,318,가슴 한쪽씩 물리는거 언제까지?,0개월,가슴 한쪽씩 물리는 언제까지?,가슴 위치 언제
319,319,모유수유 및 유축 ㅠㅠ,0개월,모유  유축 ㅠㅠ,모유 유축
320,320,사출이 심해서 손유축 풋볼자세 등 수유 중인데요.,0개월,사출이 심해서  유축 풋볼 자세 등  중인데요.,사출 유축 풋볼 자세 등 요
321,321,제왕4일차 모유가 나오는데 직수해야하나요?ㅠㅠ,0개월,제왕 4일차 모유가 나오는데 직수해야하나요?ㅠㅠ,제왕 모유 직 수해 하나요
322,322,자분 4일째 모유ㅠㅠ,0개월,자분 4일째 모유ㅠㅠ,자 모유
323,323,모유수유 연습중인데 아기 먹는양 질문이요ㅠㅠ,0개월,모유   중인데 아기 먹는 양 질문이요ㅠㅠ,모유 아기 양 질문
324,324,자분 출산5일 유축,0개월,자분 출산 5일 유축,자 출산 유축
325,325,생후 30일 아가예요 저 모유수유 잘하고 있는건가요...!!? ㅜㅜㅜ,0개월,생후 30일 아가예요 모유  잘하고 있는 건가요...!!? ㅜㅜㅜ,생후 아가 모유 건가
326,326,황달 때문에 모유수유 중단하는데 유축이요 ㅜ,0개월,황달 때문에 모유  중단하는데 유축이요 ㅜ,황달 때문 모유 중단 유축
327,327,일주일 된 아가에요~,0개월,일주일 아가에요~,일주일 아가
328,328,시간마다 유축 안해놓으면 가슴 아픈거 언제까지 이런가요?ㅜㅜ,0개월,시간마다 유축 해놓으면 가슴 아픈 언제까지 이런가요?ㅜㅜ,시간 유축 가슴 시간 가요
329,329,직수만하면 자는 신생아,0개월,직수만 자는 신생아,직 수만 신생아
330,330,직수방법.. 유륜물게하는법,0개월,직수 방법.. 유륜 물게 법,직수 어떻게 유륜  법
331,331,18일된 신생아 분유양,0개월,18일 신생아 분유 양,신생아 분유 양
332,332,신생아 액상분유 먹어도되나용,0개월,신생아 분유명 먹어도 되나요,신생아 분유
333,333,모유수유 도와주세요,0개월,모유  도와주세요,모유
334,334,출산 4일차 모유수유 하는법 ㅠㅠ,0개월,출산 4일차 모유 수유하는 법 ㅠㅠ,출산 모유  법
335,335,우울해요,0개월,우울해요,
336,336,유축해도되는지?,0개월,유축해도 되는지?,유축 해도
337,337,세시간째 빨다 자다 울다 반복이에요 제발 도와주세요,0개월,세 시간째 빨다 자다 울다 반복이에요 도와주세요,세 시간 반복
338,338,제왕후 유축기로 초유 짜기,0개월,제왕 후 유축기로 초유 짜기,제왕 후 유축 초유
339,339,출산 4일차 가슴마사지 받았는데도 가슴이 불편해요 원래 구런지,0개월,출산 4일차 가슴 마사지 받았는데도 가슴이 불편해요 구런지,출산 가슴 마사지 가슴 구런
340,340,앱솔센서티브 vs 노발락AR,0개월,앱솔센서티브 vs 노발락 AR,앱솔 센서티브 노 발락
341,341,유두가 너무 아파요 도와주세요,0개월,유두가 아파요 도와주세요,유두
342,342,직수연습 해야되는데 감기기운이 ㅠㅠ,0개월,직수 연습해야 되는데 감기 기운이 ㅠㅠ,직수  감기 기운
343,343,젖도는느낌은 어떤걸까요?,0개월,젖 느낌은 어떤 걸까요?,젖 느낌 요
344,344,제왕절개 5일차 유축,0개월,제왕절개 5일차 유축,제왕절개 유축
345,345,유축기 사용이 잘못된걸까요,0개월,유축기 사용이 잘못된 걸까요,유축기  요
346,346,출산후2주째입니다~~~,0개월,출산 후 2주째입니다~~~,출산 후 주
347,347,모유수유..힘들어요ㅜㅜ,0개월,모유 수유.. 힘들어요ㅜㅜ,모유 수유
348,348,신생아 분유 보충이여~!!,0개월,신생아 분유 보충이여~!!,신생아 분유 보충
349,349,유두보호기 언제쯤 뗄 수 있을까요..?,0개월,유두 보호기 언제쯤 뗄 있을까요..?,유두 보호 언제
350,350,출산 21일차인데 단유해야할까요?,0개월,출산 21일차인데 다유 할까요?,출산 유 요
351,351,29일 아가 너무 많이 먹는 것 같은데요 ㅜ,0개월,29일 아가 많이 먹는 같은데요 ㅜ,아가
352,352,출산 3주째인데요 유축하면 40 밖에 안나와요ㅠ,0개월,출산 3주째인데요 유축하면 40 나와요ㅠ,출산 유 축하
353,353,생후 몇일정도 되면 100미리 먹나요~~??,0개월,생후 며칠 100미리 먹나요~~??,생후 며칠 미리
354,354,27일 된 아기인데 왼쪽 7분 오른쪽 7분 이렇게 먹는데 괜찮을까요?,0개월,27일 아기인데 위치 7분 위치 7분 이렇게 먹는데 괜찮을까요?,아기 위치 위치
355,355,젖병 처음쓸때 꼭 열탕해야하나요?,0개월,젖병 처음 쓸 때 열탕해야 하나요?,젖병 처음 때  하나요
356,356,조리원 일주일 째.. 결국 단유차 마시기 시작했어요 ㅠ 이제 살은 안 빠지나요?ㅠ,0개월,조리원 일주일째.. 다유 차 마시기 시작했어요 ㅠ 이제 살은 빠지나요?ㅠ,조리 일주일 유 차 마시기  이제 살
357,357,초보맘 직수 궁금한게 있어요!!,0개월,초보 맘 직수 궁금한 있어요!!,초보 맘 직수
358,358,아기 방귀 후 응아 퍼짐ㅜㅜ,0개월,아기 방귀 후 퍼짐ㅜㅜ,아기 방귀 후
359,359,조리원에서 혼합수유하다가 퇴소후 완모하신분들 계신가요??,0개월,조리원에서 혼합수유하다가 퇴소 후 완모하신분들 계신가요??,조리 혼합  다가 퇴소 후 완 모하 신분
360,360,빠는힘 좋은 아기,0개월,빠는 힘 좋은 아기,힘 아기
