,title,개월,spell,token
242,신생아 모유 어떻게 하나요?,0개월,신생아 모유 어떻게 하나요?,신생아 모유 하나요
243,가슴짜며 하다 피와 하얀 게 나왔어요 ㅠㅠ,0개월,가슴 짜며 하다 피와 하얀 게 나왔어요 ㅠㅠ,가슴 피 게
244,제왕 모유+유축 가슴가슴? 유방암?,0개월,제왕 모유+유축 가슴 가슴? 유방암?,제왕 모유 유축 가슴 가슴 유방암
245,직수 후 유축할 때 유두 씻고 유축하시나요?,0개월,직수 후 유축할 때 유두 씻고 유축하시나요?,직수 후 유축 때 유두 유 축하 시나
246,신생아 분유  로 타도 되나요??,0개월,신생아 분유 로 타도 되나요??,신생아 분유 로 타도
247,유축할때 다들 이러시나요?,0개월,유축할 때 다들 이 러시나요?,유축 때 이 러시 요
248,모유 먹이는어떻게이요,0개월,모유 먹이는 어떻게 이요,모유 이요
249,먹는 시 은 시 인가요...?,0개월,먹는 시 은 시 인가요...?,시 은 시
250,신생아 모유,0개월,신생아 모유,신생아 모유
251,모유시 외출,0개월,모유 시 외출,모유 시 외출
252,모유양이 아가가 먹는양을 못따라가요ㅜㅜㅜ도와주세요ㅜㅜ,0개월,모유양이 아가가 먹는 양을 못 따라가요 ㅜㅜㅜ도와주세요ㅜㅜ,모유 아가 양 못
253,모유살 생겼는데 유축해도 모유이 안나와요ㅜ,0개월,모유 살 생겼는데 유축해도 모유 이 안 나와 요ㅜ,모유 살 유축 해도 모유 이 안 요
254,제왕절 7일차에 모유 안나오면 가능성없는거죠?,0개월,제왕절 7일차에 모유 안 나오면 가능성 없는 거죠?,제왕 절 모유 안 가능성 거
255,출산 10일차 모유가 너무 안늘어요,0개월,출산 10일차 모유가 너무 안 늘어요,출산 모유 안
256,시27일 분유 1000넘어가요ㅜㅜ,0개월,시 27일 분유 1000 넘어가요 ㅜㅜ,시 분유
257,시 가능할까요ㅠㅠㅠㅠ,0개월,시간 가능할까요 ㅠㅠㅠㅠ,시간 요
258,출산3일째 초유요!!,0개월,출산 3일째 초유요!!,출산 초유
259,28일신생아 삭번만 봐주세요 ㅠㅠㅠㅠ,0개월,28일 신생아 삭번만 봐주세요 ㅠㅠㅠㅠ,신생아 삭 번만
260,13일 신생아 공갈ㅜㅜ,0개월,13일 신생아 공갈 ㅜㅜ,신생아 공갈
261,시 1달 이전 신생아 ?시?,0개월,시 1달 이전 신생아 ?시?,시 달 이전 신생아 시
262,곧 조리원 퇴소하는 초보맘인데요ㅠㅠ 밖에서 할일 있을땐 어떻게 하나요?,0개월,곧 조리원 퇴소하는 초보맘인데요 ㅠㅠ 밖에서 할 일 있을 땐 어떻게 하나요?,곧 조리 퇴 소하 초보 맘 요 밖 일 땐 하나요
263,모유양이 너무 많은거 아닐까요?ㅠㅠ,0개월,모유양이 너무 많은 거 아닐까요? ㅠㅠ,모유 거 요
264,조리원에서 다유하신출산 봐주세요!~~,0개월,조리원에서 다유하 신 출산 봐주세요!~~,조리 유하 신 출산
265,22일차 신생아 하루 먹이는 양이 나 되세요?,0개월,22일 차 신생아 하루 먹이는 양이 나 되세요?,차 신생아 하루 양 나
266,신생아 한달 분유 소비량 나 되나요? (분유or혼합시),0개월,신생아 한 달 분유 소비량 나 되나요? (분유 or혼합시),신생아 달 분유 비량 나 분유 혼합 시
267,출산후 1일차 모유이 안시아요 ㅜㅜ,0개월,출산 후 1일차 모유 이 안 시간 아요 ㅜㅜ,출산 후 모유 이 안 시간
268,신생아 모유 하는데,0개월,신생아 모유 하는 데,신생아 모유 데
269,지금 조리데 아기가 제 모유을 안어요,0개월,지금 조리데 아기가 제 모유을 안어요,지금 조리 데 아기 제 모유 을
270,모유 잘 나오시는 분들 유축할 때 나 짜내세요?,0개월,모유 잘 나오시는 분들 유축할 때 나 짜 내세요?,모유 유축 때 나 내세
271,빨다가 쉬다가 빨다가 쉬다가 하는데요 ㅠㅠㅠ,0개월,빨다가 쉬다가 빨다가 쉬다가 하는데요 ㅠㅠㅠ,
272,30일 아기 분수토ㅜ,0개월,30일 아기 분수 토ㅜ,아기 분수 토
273,출산 17일째 모유양이 적어요,0개월,출산 17일째 모유양이 적어요,출산 모유
274,저 잘하고 있는 건가요? 이렇게 하는게 맞을까요?,0개월,저 잘하고 있는 건가요? 이렇게 하는 게 맞을까요?,저 건가 게
275,애기가안일어나는데안깨워도될까요???,0개월,애기가 안 일어나는데 안 깨워도 될까요???,애기 안 안 요
276,모유 너무어렵네요..ㅠㅍ,0개월,모유 너무 어렵네요..ㅠㅍ,모유
277,18일아기 4시째 자요ㅠㅠ,0개월,18일 아기 4시째 자요 ㅠㅠ,아기 자
278,조리원 퇴소 후  어떻게 조언,0개월,조리원 퇴소 후 어떻게 조언,조리 퇴소 후 조언
279,7일된아기 모유시에 치만 어요 ㅠ(함몰),0개월,7일 된 아기 모유 시에 치만 어요 ㅠ(함몰),아기 모유 시 치 어요 함몰
280,조리원퇴소하고 혼합,0개월,조리원 퇴소하고 혼합,조리 퇴 소하 혼합
281,신생아 4시이상 자면 안된다는거요 .,0개월,신생아 4시 이상 자면 안 된다는 거요 .,신생아 이상 안 거
282,(분유&직수) 시  어떻게 하시나요?,0개월,(분유&직수) 시 어떻게 하시나요?,분유 직수 시
283,출산후 4일짼데여 모유요~,0개월,출산 후 4일 짼데 여 모유 요~,출산 후 여 모유 요
284,모유 후 분유 궁금해용,0개월,모유 후 분유 궁금해용,모유 후 분유
285,지칭 모유,0개월,지칭 모유,지칭 모유
286,유축하면 치 가슴 양이 너무 나요,0개월,유축하면 치 가슴 양이 너무 나요,유 축하 치 가슴 양
287,"제왕일주일,, 모유이 안나와요",0개월,"제왕일주일, , 모유 이 안나와요",제왕 일주일 모유 이
288,22일차 신생아기 혼합 문드려용*^^*,0개월,22일 차 신생아 기 혼합 문드려 용* *,차 신생아 기 혼합 문 용
289,시수뜻,0개월,시수뜻,뜻
290,초유유축한거 유통기?시?이 어떻게되나용?,0개월,초유 유축한 거 유통기?시?이 어떻게 되나용?,초유 유축 거 유통 기 시 이
291,첫 했는데 유두보호기,0개월,첫 했는데 유두 보호기,첫 유두 보호 기
292,유축 초보에요 ㅠㅠ 제 제 도와주세요 제요ㅠㅠ,0개월,유축 초보에 요 ㅠㅠ 제 제 도와 주세요 제요ㅠㅠ,유축 초보 요 제 제 도 제
293,양을 못잡겠어요..,0개월,양을 못 잡겠어요..,양 못
294,초보맘 혼합 량 문 있어요ㅠㅠㅠ,0개월,초보맘 혼합 량 문 있어요ㅠㅠㅠ,초보 맘 혼합 량 문
295,모유양 정말 늘까요?,0개월,모유 양 정말 늘까요?,모유 양 정말 요
296,15일된 신생아 수면을 안깨요,0개월,15일 된 신생아 수면을 안 깨요,신생아 수면 안 깨
297,애기가 모유만 좋아해서 모유 포기한  있나요?,0개월,애기가 모유만 좋아해서 모유 포기한 있나요?,애기 모유 모유 포기
298,모유시 삭나오는건뭘까요,0개월,모유 시 삭나오는 건 뭘까요,모유 시 삭 건 뭘
299,출산6일차직수요ㅜ,0개월,출산 6일차 직수요ㅜ,출산 직 수요
300,가슴이 비워져도 모유가 나오나요?,0개월,가슴이 비워져도 모유가 나오나요?,가슴 모유
301,출산 12일차 모유양,0개월,출산 12일차 모유양,출산 모유
302,다유해야하는지 고민이예요ㅜㅜ,0개월,다 유해야 하는지 고민이예요ㅜㅜ,유해 고민
303,14일차 아기  이여ㅠㅠ,0개월,14일 차 아기 이 여ㅠㅠ,차 아기 이 여
304,모유시 유축 나하세요?,0개월,모유 시 유축 나 하세요?,모유 시 유축 나
305,제왕절 모유,0개월,제왕절 모유,제왕 절 모유
306,12일차 모유,0개월,12일 차 모유,차 모유
307,너무어렵고힘드네요..,0개월,너무 어렵고 힘드네요..,
308,"조리원 7일차, 애기가 자서 안일어날때 직수ㅠㅠㅠㅠ",0개월,"조리원 7일차, 애기가 자서 안 일어날 때 직수 ㅠㅠㅠㅠ",조리 애기 자서 안 때 직수
309,유두함몰,0개월,유두함몰,유두 함몰
310,29일차 아가 이요,0개월,29일 차 아가 이요,차 아가 이요
311,가슴이 너무 아파요...,0개월,가슴이 너무 아파요...,가슴
312,조리원 나가서 혼합할 예정인데 어떻게 해야될지..,0개월,조리원 나가서 혼합할 예정인데 어떻게 해야 될지..,조리 혼합 예정
313,유두보호기요~~~~,0개월,유두 보호기 요~~~~,유두 보호 기 요
314,모유량이 부족하면 가 있을까요?,0개월,모유량이 부족하면 가 있을까요?,유량
315,시 직수 예정인데요,0개월,시간 직수 예정인데요,시간 직수 예정 요
316,초유 후 다유하려는데 도와주세요ㅠ,0개월,초유 후 다유하려는 데 도와 주세요ㅠ,초유 후 유하 려 데 도
317,자연출산한지 이틀째 모유가 잘 안나와요ㅠ,0개월,자연출산한지 이틀째 모유가 잘 안나와 요ㅠ,자연 출산 한지 이틀 모유 안나 요
318,가슴 치씩 리는거 시까지?,0개월,가슴 치씩 리는 거 시까지?,가슴 치 리 거 시
319,모유 및 유축 ㅠㅠ,0개월,모유 및 유축 ㅠㅠ,모유 및 유축
320,사출이 심해서 유축 풋볼자세 등  중인데요.,0개월,사출이 심해서 유축 풋볼 자세 등 중인데요.,사출 유축 풋볼 자세 등 중 요
321,제왕4일차 모유가 나오는데 직수해야하나요?ㅠㅠ,0개월,제왕 4일차 모유가 나오는데 직수해야 하나요? ㅠㅠ,제왕 모유 직 수해 하나요
322,출산 4일째 모유ㅠㅠ,0개월,출산 4일째 모유ㅠㅠ,출산 모유
323,모유 중인데 아기 먹는양 문이요ㅠㅠ,0개월,모유 중인데 아기 먹는 양 문이 요ㅠㅠ,모유 중 아기 양 문 요
324,출산 출산5일 유축,0개월,출산 출산 5일 유축,출산 출산 유축
325,시 30일 아가예요 저 모유 잘하고 있는건가요...!!? ㅜㅜㅜ,0개월,시 30일 아가예요 저 모유 잘하고 있는 건가요...!!? ㅜㅜㅜ,시 아가 저 모유 건가
326,황달 때문에 모유 중단하는데 유축이요 ㅜ,0개월,황달 때문에 모유 중단하는데 유축이 요 ㅜ,황달 때문 모유 중단 유축 요
327,일주일 된 아가에요~,0개월,일주일 된 아가에 요~,일주일 아가 요
328,시마다 유축 안해놓으면 가슴 아픈거 시까지 이런가요?ㅜㅜ,0개월,시마다 유축 안 해놓으면 가슴 아픈 거 시까지 이런 가요? ㅜㅜ,시마 유축 안 가슴 거 시 가요
329,직수만하면 자는 신생아,0개월,직수만 하면 자는 신생아,직 수만 신생아
330,직수어떻게.. 유륜게하는법,0개월,직수 어떻게.. 유륜게 하는 법,직수 유륜 법
331,18일된 신생아 분유양,0개월,18일 된 신생아 분유양,신생아 분유
332,신생아 분유명 먹어도되나용,0개월,신생아 분 유명 먹어도 되나용,신생아 분 유명
333,모유 도와주세요,0개월,모유 도와 주세요,모유 도
334,출산 4일차 모유 하는법 ㅠㅠ,0개월,출산 4일차 모유 하는 법 ㅠㅠ,출산 모유 법
335,우울해요,0개월,우울해요,
336,유축해도되는지?,0개월,유축해도 되는지?,유축 해도
337,세시째 빨다 자다 울다 반복이에요 제 도와주세요,0개월,세시째 빨다 자 다 울 다 반복이에요 제 도와 주세요,세시 자 울 반복 제 도
338,제왕후 유축로 초유 짜기,0개월,제왕후 유축로 초유 짜기,왕후 유축로 초유
339,출산 4일차 가슴마사지 받았는데도 가슴이 불편해요 원래 구런지,0개월,출산 4일차 가슴 마사지 받았는데도 가슴이 불편해 요 원래 구런지,출산 가슴 마사지 가슴 요 원래 구런
340,앱솔센서브랜드명브 vs 노락AR,0개월,앱솔 센서 맘 라떼 모아브 vs 노락 AR,앱솔 센서 맘 라떼 모아브 노락
341,유두가 너무 아파요 도와주세요,0개월,유두가 너무 아파요 도와 주세요,유두 도
342,직수 해야되는데 감기기운이 ㅠㅠ,0개월,직수 해야 되는데 감기 기운이 ㅠㅠ,직수 감기 기운
343,모유도는느낌은 어떤걸까요?,0개월,모유도는 느낌은 어떤 걸까요?,유도 느낌 요
344,제왕절 5일차 유축,0개월,제왕절 5일차 유축,제왕 절 유축
345,유축 이 잘못된걸까요,0개월,유축 이 잘못된 걸까요,유축 이 요
346,출산후2주째니다~~~,0개월,출산 후 2주째니다~~~,출산 후 주
347,모유..힘들어요ㅜㅜ,0개월,모유.. 힘들어요 ㅜㅜ,모유
348,신생아 분유 보충이여~!!,0개월,신생아 분유 보충이 여~!!,신생아 분유 보충 여
349,유두보호기 시쯤 뗄 수 있을까요..?,0개월,유두 보호기 시쯤 뗄 수 있을까요..?,유두 보호 기 쯤 수
350,출산 21일차인데 다유해야할까요?,0개월,출산 21일 차인데 다 유해야 할까요?,출산 차 유해 요
351,29일 아가 너무 많이 먹는 것 같은데요 ㅜ,0개월,29일 아가 너무 많이 먹는 것 같은데요 ㅜ,아가 것
352,출산 3주째인데요 유축하면 40 밖에 안나와요ㅠ,0개월,출산 3주째인데요 유 축하면 40 밖에 안 나와 요ㅠ,출산 주 유 축하 안 요
353,시 몇일정도 되면 100미리 먹나요~~??,0개월,시 몇 일 정도 되면 100미리 먹나요~~??,시 몇 일 정도 미리
354,27일 된 아기인데 치 7분 치 7분 이렇게 먹는데 괜찮을까요?,0개월,27일 된 아기인데 치 7분 치 7분 이렇게 먹는데 괜찮을까요?,아기 치 치
355,모유 처음쓸때 꼭 해야하나요?,0개월,모유 처음 쓸 때 꼭 해야 하나요?,모유 처음 때 꼭 하나요
356,조리원 일주일 째.. 결음식 다유차 마시기 했어요 ㅠ 이제 살은 안 빠지나요?ㅠ,0개월,조리원 일주일 째.. 결 음식 다 유차 마시기 했어요 ㅠ 이 제 살은 안 빠지나요?ㅠ,조리 일주일 결 음식 유차 마시기 이 제 살 안
357,초보맘 직수 궁금한게 있어요!!,0개월,초보맘 직수 궁금한 게 있어요!!,초보 맘 직수 게
358,아기 방 후 응아 퍼짐ㅜㅜ,0개월,아기 방 후 응아 퍼짐ㅜㅜ,아기 방 후 응
359,조리원에서 혼합하다가 퇴소후 시하신분들 계신가요??,0개월,조리원에서 혼합하다가 퇴소 후 시간 하신 분들 계신가요??,조리 혼합 퇴소 후 시간
360,빨다 좋은 아기,0개월,빨다 좋은 아기,아기
361,직수 5출산에~~,0개월,직수 5 출산에~~,직수 출산
362,출산 13일째 모유..ㅠㅠ,0개월,출산 13일째 모유..ㅠㅠ,출산 모유
363,모유시 궁금한 점 있어요~,0개월,모유 시 궁금한 점 있어요~,모유 시 점
364,조리원 나온지 3~4일 됐는데 모유양이 반으로 줄었어요 ㅠ,0개월,조리원 나온 지 3~4일 됐는데 모유 양이 반으로 줄었어요 ㅠ,조리 모유 양 반
365,가슴이 터꺼 같아요 ㅜㅜ,0개월,가슴이 터꺼 같아 요 ㅜㅜ,가슴 터 요
366,모유살때문에 가슴이 터것만같아요ㅜㅜ,0개월,모유 살 때문에 가슴이 터 것만 같아요 ㅜㅜ,모유 살 때문 가슴 터 것
367,시 2주아기 . 나먹나요?,0개월,시 2주 아기 . 나 먹나요?,시 주 아기 나
368,한시 격 두번,0개월,한 시 격 두 번,시 격 두 번
369,지칭인데 이상하게 유축이안되요 ㅜ ㅜ,0개월,지칭인데 이 상하게 유축이 안 되요 ㅜ ㅜ,지칭 이 상하 유축 안
370,포기하고 싶어요 ㅠㅠ,0개월,포기하고 싶어요 ㅠㅠ,포기
371,조리원퇴소 첫날 ㅠㅠ 신생아 보충 어떻게 해야하나요ㅠ,0개월,조리원 퇴소 첫날 ㅠㅠ 신생아 보충 어떻게 해야 하나요ㅠ,조리 퇴소 첫날 신생아 보충 하나요
372,모유만리면자요ㅜ,0개월,모유만리면 자요ㅜ,모유 만리 자
373,직수로 잘 못빨면 남은 모유은 유축해야 할까요?,0개월,직수로 잘 못 빨면 남은 모유은 유축해야 할까요?,직 수로 못 빨 모유 은 유축 요
374,자세 도와주세요 ㅠㅠ,0개월,자세 도와 주세요 ㅠㅠ,자세 도
375,도와주세요 ㅠ 애기분유요,0개월,도와 주세요 ㅠ 애기분유요,도 애기 분유
